engine_id,timestamp,mission_id,flight_phase,rpm,throttle,altitude,ambient_temperature,humidity,wind_speed,cht,egt,oil_pressure,oil_temperature,vibration,fuel_flow,engine_load,engine_health,fault_type,fault_severity,anomaly_score,rul_hours,mission_risk
ENG-003,2026-03-07T14:59:36Z,MSN-003-03,CLIMB,5118.9,0.852,2553.0,13.6,49.9,6.6,122.1,872.7,3.95,99.0,5.41,26.55,0.848,76.3,INJECTOR_ABNORMALITY,0.407,0.522,567.1,LOW
ENG-003,2026-03-07T14:59:37Z,MSN-003-03,CLIMB,5056.4,0.827,2628.7,13.9,52.5,6.4,121.4,877.7,3.92,99.1,5.29,25.88,0.833,76.0,INJECTOR_ABNORMALITY,0.407,0.534,574.4,LOW
ENG-003,2026-03-07T14:59:38Z,MSN-003-03,CLIMB,5149.2,0.858,2704.4,13.6,48.4,7.2,121.2,865.5,3.96,100.2,5.18,26.83,0.843,75.9,INJECTOR_ABNORMALITY,0.407,0.535,579.1,LOW
ENG-003,2026-03-07T14:59:39Z,MSN-003-03,CLIMB,5108.8,0.849,2780.2,12.2,51.6,6.4,121.6,870.5,3.95,100.0,5.17,26.32,0.831,75.7,INJECTOR_ABNORMALITY,0.407,0.561,562.8,LOW
ENG-003,2026-03-07T14:59:40Z,MSN-003-03,CLIMB,5259.8,0.889,2855.9,11.6,49.5,6.8,120.8,850.4,4.12,100.5,5.36,27.62,0.79,73.5,INJECTOR_ABNORMALITY,0.407,0.526,565.3,LOW
ENG-003,2026-03-07T14:59:41Z,MSN-003-03,CLIMB,5086.6,0.841,2931.7,11.2,47.9,5.2,120.6,869.8,4.0,98.8,5.11,26.53,0.788,74.0,INJECTOR_ABNORMALITY,0.407,0.523,559.2,LOW
ENG-003,2026-03-07T14:59:42Z,MSN-003-03,CLIMB,5094.2,0.85,3007.4,10.1,51.0,6.0,122.7,874.5,3.96,100.6,5.12,26.58,0.819,74.2,INJECTOR_ABNORMALITY,0.407,0.531,583.9,LOW
ENG-003,2026-03-07T14:59:43Z,MSN-003-03,CLIMB,5033.6,0.831,3083.1,10.7,47.7,7.6,120.1,849.5,3.95,99.1,5.14,24.96,0.796,74.5,INJECTOR_ABNORMALITY,0.407,0.526,558.9,LOW
ENG-003,2026-03-07T14:59:44Z,MSN-003-03,CLIMB,5315.9,0.894,3158.9,10.2,49.3,5.6,119.7,870.2,4.06,98.9,5.21,27.95,0.794,74.9,INJECTOR_ABNORMALITY,0.407,0.526,554.3,LOW
ENG-003,2026-03-07T14:59:45Z,MSN-003-03,CLIMB,5057.6,0.833,3234.6,8.9,50.8,6.9,119.0,861.4,3.99,99.0,5.55,25.72,0.806,74.2,INJECTOR_ABNORMALITY,0.407,0.536,566.2,LOW
ENG-003,2026-03-07T14:59:46Z,MSN-003-03,CLIMB,5006.3,0.83,3310.3,8.6,47.9,8.2,119.5,860.2,3.93,99.3,5.18,25.7,0.797,76.2,INJECTOR_ABNORMALITY,0.407,0.532,588.5,LOW
ENG-003,2026-03-07T14:59:47Z,MSN-003-03,CLIMB,5286.2,0.888,3386.1,7.8,49.5,6.8,120.1,860.9,4.12,98.5,5.35,27.54,0.831,76.2,INJECTOR_ABNORMALITY,0.407,0.518,560.5,LOW
ENG-003,2026-03-07T14:59:48Z,MSN-003-03,CLIMB,5178.1,0.867,3461.8,7.9,49.6,7.1,120.0,858.2,4.0,98.6,5.15,26.75,0.812,73.7,INJECTOR_ABNORMALITY,0.407,0.545,569.7,LOW
ENG-003,2026-03-07T14:59:49Z,MSN-003-03,CLIMB,5128.8,0.86,3537.6,7.3,47.1,8.1,119.8,855.1,4.02,98.4,5.64,26.21,0.799,76.0,INJECTOR_ABNORMALITY,0.407,0.536,574.6,LOW
ENG-003,2026-03-07T14:59:50Z,MSN-003-03,CLIMB,5129.9,0.85,3613.3,6.3,49.3,7.0,118.1,850.1,4.0,98.2,5.34,26.68,0.805,73.5,INJECTOR_ABNORMALITY,0.407,0.522,586.9,LOW
ENG-003,2026-03-07T14:59:51Z,MSN-003-03,CLIMB,5243.1,0.891,3689.0,5.8,46.0,7.1,119.5,868.3,4.01,97.9,5.59,27.15,0.797,76.1,INJECTOR_ABNORMALITY,0.407,0.523,570.9,LOW
ENG-003,2026-03-07T14:59:52Z,MSN-003-03,CLIMB,5074.2,0.843,3764.8,6.0,49.9,6.9,118.0,860.8,4.01,97.9,5.11,25.54,0.795,75.9,INJECTOR_ABNORMALITY,0.407,0.525,576.7,LOW
ENG-003,2026-03-07T14:59:53Z,MSN-003-03,CLIMB,5246.3,0.887,3840.5,4.4,49.5,5.8,118.9,867.5,4.12,97.8,5.24,27.5,0.849,76.1,INJECTOR_ABNORMALITY,0.407,0.549,566.9,LOW
ENG-003,2026-03-07T14:59:54Z,MSN-003-03,CLIMB,5165.3,0.862,3916.2,5.9,50.6,6.6,118.7,873.4,4.08,97.8,5.38,27.01,0.86,74.3,INJECTOR_ABNORMALITY,0.407,0.515,558.9,LOW
ENG-003,2026-03-07T14:59:55Z,MSN-003-03,CLIMB,5073.7,0.833,3992.0,4.5,48.7,6.4,117.7,861.9,3.9,98.0,5.13,25.73,0.826,75.8,INJECTOR_ABNORMALITY,0.407,0.515,572.6,LOW
ENG-003,2026-03-07T14:59:56Z,MSN-003-03,CLIMB,5047.8,0.83,4067.7,3.6,48.3,5.3,117.7,862.7,4.04,97.3,5.18,26.07,0.845,75.4,INJECTOR_ABNORMALITY,0.407,0.541,554.8,LOW
ENG-003,2026-03-07T14:59:57Z,MSN-003-03,CLIMB,5274.7,0.883,4143.4,2.4,50.9,6.4,116.0,876.4,4.01,98.0,5.26,27.89,0.86,75.5,INJECTOR_ABNORMALITY,0.407,0.536,556.2,LOW
ENG-003,2026-03-07T14:59:58Z,MSN-003-03,CLIMB,5250.1,0.88,4219.2,2.7,47.8,7.7,116.7,861.3,3.99,97.7,5.19,26.89,0.825,75.8,INJECTOR_ABNORMALITY,0.407,0.513,558.9,LOW
ENG-003,2026-03-07T14:59:59Z,MSN-003-03,CLIMB,5050.6,0.838,4294.9,2.6,48.8,7.4,118.8,872.9,3.95,97.9,5.41,25.57,0.808,76.1,INJECTOR_ABNORMALITY,0.407,0.547,571.3,LOW
ENG-003,2026-03-07T15:00:00Z,MSN-003-03,CRUISE,4434.1,0.668,4168.1,3.8,50.1,8.2,115.9,829.1,3.73,96.3,4.67,21.89,0.669,74.3,INJECTOR_ABNORMALITY,0.407,0.544,561.8,LOW
ENG-003,2026-03-07T15:00:01Z,MSN-003-03,CRUISE,4511.1,0.678,4181.9,3.7,49.1,6.6,116.5,835.7,3.74,96.6,4.6,21.35,0.664,75.5,INJECTOR_ABNORMALITY,0.407,0.521,576.6,LOW
ENG-003,2026-03-07T15:00:02Z,MSN-003-03,CRUISE,4413.3,0.667,4158.6,2.6,49.6,7.6,114.6,837.1,3.76,95.0,4.82,22.06,0.666,75.9,INJECTOR_ABNORMALITY,0.407,0.535,562.9,LOW
ENG-003,2026-03-07T15:00:03Z,MSN-003-03,CRUISE,4600.4,0.713,4189.1,3.0,46.5,5.4,115.5,820.7,3.85,95.0,5.05,22.17,0.636,75.1,INJECTOR_ABNORMALITY,0.407,0.514,574.4,LOW
ENG-003,2026-03-07T15:00:04Z,MSN-003-03,CRUISE,4420.3,0.658,4159.0,3.0,50.3,5.4,114.5,826.0,3.76,93.9,4.85,21.39,0.63,73.6,INJECTOR_ABNORMALITY,0.407,0.513,556.5,LOW
ENG-003,2026-03-07T15:00:05Z,MSN-003-03,CRUISE,4443.8,0.667,4161.7,3.3,47.6,7.2,111.8,837.3,3.65,94.2,4.6,21.58,0.624,73.9,INJECTOR_ABNORMALITY,0.407,0.559,571.0,LOW
ENG-003,2026-03-07T15:00:06Z,MSN-003-03,CRUISE,4508.2,0.68,4176.9,3.6,48.6,5.6,111.3,836.2,3.73,93.8,4.59,21.26,0.654,76.2,INJECTOR_ABNORMALITY,0.407,0.514,581.2,LOW
ENG-003,2026-03-07T15:00:07Z,MSN-003-03,CRUISE,4531.7,0.694,4145.7,3.8,46.9,5.9,111.5,828.5,3.84,92.8,4.74,21.28,0.652,74.5,INJECTOR_ABNORMALITY,0.407,0.541,565.7,LOW
ENG-003,2026-03-07T15:00:08Z,MSN-003-03,CRUISE,4465.8,0.681,4138.7,2.8,50.0,6.8,109.9,846.3,3.83,91.8,4.83,21.98,0.647,73.5,INJECTOR_ABNORMALITY,0.407,0.539,594.5,LOW
ENG-003,2026-03-07T15:00:09Z,MSN-003-03,CRUISE,4620.0,0.715,4140.3,3.7,51.2,6.7,111.5,830.8,3.84,91.9,5.01,22.45,0.661,76.1,INJECTOR_ABNORMALITY,0.407,0.525,579.6,LOW
ENG-003,2026-03-07T15:00:10Z,MSN-003-03,CRUISE,4451.3,0.675,4183.3,3.3,48.1,5.1,108.8,838.1,3.85,91.9,4.95,21.2,0.666,75.8,INJECTOR_ABNORMALITY,0.407,0.517,573.0,LOW
ENG-003,2026-03-07T15:00:11Z,MSN-003-03,CRUISE,4543.6,0.696,4188.8,2.9,49.1,7.9,108.8,838.0,3.88,91.5,4.8,22.15,0.648,75.1,INJECTOR_ABNORMALITY,0.407,0.528,555.5,LOW
ENG-003,2026-03-07T15:00:12Z,MSN-003-03,CRUISE,4431.0,0.678,4149.5,3.7,49.4,4.8,109.2,825.1,3.78,91.6,4.73,22.05,0.665,75.9,INJECTOR_ABNORMALITY,0.407,0.528,574.1,LOW
ENG-003,2026-03-07T15:00:13Z,MSN-003-03,CRUISE,4471.9,0.68,4147.4,3.7,48.0,6.5,109.0,828.8,3.83,92.0,4.62,21.72,0.663,74.4,INJECTOR_ABNORMALITY,0.407,0.534,581.4,LOW
ENG-003,2026-03-07T15:00:14Z,MSN-003-03,CRUISE,4614.2,0.723,4190.1,2.5,47.1,6.7,108.8,839.5,3.89,91.5,4.85,22.85,0.666,74.3,INJECTOR_ABNORMALITY,0.407,0.513,577.2,LOW
ENG-003,2026-03-07T15:00:15Z,MSN-003-03,CRUISE,4469.5,0.682,4159.1,3.6,49.5,6.5,108.0,831.1,3.75,91.0,4.66,22.22,0.631,75.7,INJECTOR_ABNORMALITY,0.407,0.527,583.9,LOW
ENG-003,2026-03-07T15:00:16Z,MSN-003-03,CRUISE,4475.3,0.683,4145.2,2.6,48.6,4.6,108.2,812.3,3.86,90.7,4.72,21.61,0.626,75.8,INJECTOR_ABNORMALITY,0.407,0.519,574.7,LOW
ENG-003,2026-03-07T15:00:17Z,MSN-003-03,CRUISE,4498.2,0.695,4156.4,3.5,46.2,6.0,108.2,836.1,3.83,89.7,4.76,21.49,0.634,76.0,INJECTOR_ABNORMALITY,0.407,0.533,580.0,LOW
ENG-003,2026-03-07T15:00:18Z,MSN-003-03,CRUISE,4560.7,0.7,4153.4,3.1,47.3,5.5,108.5,840.4,3.84,89.9,4.66,21.63,0.638,75.1,INJECTOR_ABNORMALITY,0.407,0.533,570.8,LOW
ENG-003,2026-03-07T15:00:19Z,MSN-003-03,CRUISE,4363.2,0.649,4137.5,3.4,46.8,5.6,107.2,831.5,3.75,90.0,4.54,21.06,0.641,74.8,INJECTOR_ABNORMALITY,0.407,0.546,588.8,LOW
ENG-003,2026-03-07T15:00:20Z,MSN-003-03,CRUISE,4714.6,0.74,4173.1,2.9,50.4,5.8,107.7,837.4,3.98,89.7,4.78,23.59,0.647,75.6,INJECTOR_ABNORMALITY,0.407,0.528,579.0,LOW
ENG-003,2026-03-07T15:00:21Z,MSN-003-03,CRUISE,4427.2,0.665,4163.5,3.5,48.2,6.1,107.3,828.3,3.78,88.7,4.62,21.01,0.665,74.6,INJECTOR_ABNORMALITY,0.407,0.524,574.5,LOW
ENG-003,2026-03-07T15:00:22Z,MSN-003-03,CRUISE,4702.6,0.737,4149.8,3.2,50.9,6.8,106.9,835.3,3.89,90.4,4.94,23.59,0.666,75.3,INJECTOR_ABNORMALITY,0.407,0.518,578.5,LOW
ENG-003,2026-03-07T15:00:23Z,MSN-003-03,CRUISE,4673.7,0.729,4138.9,4.1,48.4,6.7,106.0,834.7,3.96,90.5,4.94,22.63,0.663,76.5,INJECTOR_ABNORMALITY,0.407,0.534,563.7,LOW
ENG-003,2026-03-07T15:00:24Z,MSN-003-03,CRUISE,4470.4,0.673,4155.2,3.9,47.8,7.1,107.1,836.8,3.81,89.6,4.79,21.35,0.651,73.1,INJECTOR_ABNORMALITY,0.407,0.528,563.3,LOW
ENG-003,2026-03-07T15:00:25Z,MSN-003-03,CRUISE,4449.5,0.671,4155.7,3.5,49.2,7.1,106.1,850.0,3.79,89.1,4.63,21.6,0.661,76.4,INJECTOR_ABNORMALITY,0.407,0.527,561.4,LOW
ENG-003,2026-03-07T15:00:26Z,MSN-003-03,CRUISE,4417.2,0.664,4166.0,3.4,49.7,7.1,105.7,831.7,3.81,88.4,4.69,21.28,0.634,74.7,INJECTOR_ABNORMALITY,0.407,0.528,572.3,LOW
ENG-003,2026-03-07T15:00:27Z,MSN-003-03,CRUISE,4467.1,0.681,4160.2,4.0,48.8,6.8,106.4,829.2,3.79,90.0,4.73,21.87,0.666,75.4,INJECTOR_ABNORMALITY,0.407,0.523,572.3,LOW
ENG-003,2026-03-07T15:00:28Z,MSN-003-03,CRUISE,4393.0,0.662,4140.6,3.8,49.0,6.0,105.6,827.1,3.84,89.8,4.6,21.25,0.669,73.3,INJECTOR_ABNORMALITY,0.407,0.522,571.7,LOW
ENG-003,2026-03-07T15:00:29Z,MSN-003-03,CRUISE,4518.4,0.685,4163.6,3.3,46.9,5.5,105.5,833.0,3.84,88.8,4.98,22.13,0.668,75.9,INJECTOR_ABNORMALITY,0.407,0.559,568.1,LOW
ENG-003,2026-03-07T15:00:30Z,MSN-003-03,CRUISE,4660.7,0.722,4187.7,3.7,49.5,6.5,105.7,833.5,3.99,88.1,4.78,22.51,0.641,75.9,INJECTOR_ABNORMALITY,0.407,0.538,564.4,LOW
ENG-003,2026-03-07T15:00:31Z,MSN-003-03,CRUISE,4511.1,0.692,4164.8,4.5,49.2,8.0,106.3,836.9,3.82,89.5,4.99,22.28,0.643,75.6,INJECTOR_ABNORMALITY,0.407,0.535,564.4,LOW
ENG-003,2026-03-07T15:00:32Z,MSN-003-03,CRUISE,4523.7,0.697,4144.5,3.7,51.9,6.5,105.6,830.6,3.89,89.0,4.7,22.44,0.619,75.2,INJECTOR_ABNORMALITY,0.407,0.513,563.0,LOW
ENG-003,2026-03-07T15:00:33Z,MSN-003-03,CRUISE,4453.4,0.675,4170.5,3.6,48.2,4.7,106.1,832.7,3.89,88.9,4.66,20.84,0.623,75.6,INJECTOR_ABNORMALITY,0.407,0.523,551.1,LOW
ENG-003,2026-03-07T15:00:34Z,MSN-003-03,CRUISE,4507.4,0.703,4174.6,3.0,49.1,7.3,106.0,847.8,3.82,89.0,4.79,21.97,0.623,73.5,INJECTOR_ABNORMALITY,0.407,0.539,568.1,LOW
ENG-003,2026-03-07T15:00:35Z,MSN-003-03,CRUISE,4520.7,0.689,4177.1,3.7,47.1,6.5,105.6,835.8,3.89,87.9,4.59,21.99,0.623,75.4,INJECTOR_ABNORMALITY,0.407,0.527,558.8,LOW
ENG-003,2026-03-07T15:00:36Z,MSN-003-03,CRUISE,4556.9,0.701,4170.1,3.6,46.9,6.8,106.6,826.5,3.77,88.2,4.67,22.47,0.62,75.5,INJECTOR_ABNORMALITY,0.407,0.526,545.3,LOW
ENG-003,2026-03-07T15:00:37Z,MSN-003-03,CRUISE,4491.4,0.687,4162.1,2.6,51.1,7.1,106.6,848.9,3.91,88.3,4.57,22.1,0.634,76.1,INJECTOR_ABNORMALITY,0.407,0.516,561.7,LOW
ENG-003,2026-03-07T15:00:38Z,MSN-003-03,CRUISE,4541.5,0.706,4184.9,2.3,49.5,7.1,106.0,822.1,3.82,88.2,4.66,22.52,0.669,74.3,INJECTOR_ABNORMALITY,0.407,0.543,565.9,LOW
ENG-003,2026-03-07T15:00:39Z,MSN-003-03,CRUISE,4392.9,0.655,4184.1,3.0,48.8,6.0,105.0,839.6,3.79,87.9,4.95,20.91,0.654,73.5,INJECTOR_ABNORMALITY,0.407,0.532,561.8,LOW
ENG-003,2026-03-07T15:00:40Z,MSN-003-03,CRUISE,4311.2,0.645,4183.1,2.9,46.3,7.2,104.5,842.5,3.75,88.3,4.63,20.83,0.645,75.7,INJECTOR_ABNORMALITY,0.407,0.521,563.8,LOW
ENG-003,2026-03-07T15:00:41Z,MSN-003-03,CRUISE,4492.6,0.688,4167.4,2.8,48.1,6.1,105.3,827.5,3.86,87.9,4.77,22.01,0.662,74.5,INJECTOR_ABNORMALITY,0.407,0.528,578.9,LOW
ENG-003,2026-03-07T15:00:42Z,MSN-003-03,CRUISE,4345.5,0.647,4146.9,3.3,47.3,5.7,105.1,829.3,3.81,88.7,4.6,20.73,0.66,75.4,INJECTOR_ABNORMALITY,0.407,0.541,553.2,LOW
ENG-003,2026-03-07T15:00:43Z,MSN-003-03,CRUISE,4485.2,0.676,4137.2,3.0,47.3,7.1,105.9,834.2,3.86,87.7,4.96,21.76,0.623,74.9,INJECTOR_ABNORMALITY,0.407,0.517,576.9,LOW
ENG-003,2026-03-07T15:00:44Z,MSN-003-03,CRUISE,4707.9,0.735,4160.3,3.2,50.5,6.2,105.7,837.9,4.01,87.6,4.81,22.67,0.641,74.2,INJECTOR_ABNORMALITY,0.407,0.561,575.1,LOW
ENG-003,2026-03-07T15:00:45Z,MSN-003-03,CRUISE,4438.7,0.677,4165.3,2.8,47.8,7.1,106.1,837.6,3.89,87.2,4.75,22.08,0.668,75.1,INJECTOR_ABNORMALITY,0.407,0.532,583.2,LOW
ENG-003,2026-03-07T15:00:46Z,MSN-003-03,CRUISE,4511.4,0.683,4185.1,4.1,51.1,6.8,104.9,830.8,3.85,88.5,4.94,22.4,0.643,74.4,INJECTOR_ABNORMALITY,0.407,0.525,565.1,LOW
ENG-003,2026-03-07T15:00:47Z,MSN-003-03,CRUISE,4619.8,0.719,4184.5,3.6,47.7,5.2,104.1,831.0,3.9,86.6,4.95,22.64,0.624,75.6,INJECTOR_ABNORMALITY,0.407,0.52,549.1,LOW
ENG-003,2026-03-07T15:00:48Z,MSN-003-03,CRUISE,4593.7,0.716,4158.0,3.2,48.8,5.8,104.8,822.0,3.9,88.0,4.67,22.06,0.624,74.3,INJECTOR_ABNORMALITY,0.407,0.517,557.1,LOW
ENG-003,2026-03-07T15:00:49Z,MSN-003-03,CRUISE,4310.1,0.648,4160.7,3.2,47.2,5.8,104.4,829.7,3.8,86.6,4.7,21.05,0.632,76.4,INJECTOR_ABNORMALITY,0.407,0.522,568.0,LOW
ENG-003,2026-03-07T15:00:50Z,MSN-003-03,CRUISE,4516.1,0.683,4145.9,2.3,47.9,5.6,105.4,828.4,3.93,87.1,4.97,21.38,0.629,74.7,INJECTOR_ABNORMALITY,0.407,0.553,555.0,LOW
ENG-003,2026-03-07T15:00:51Z,MSN-003-03,CRUISE,4513.5,0.696,4141.0,3.9,48.7,6.1,103.7,832.8,3.86,86.9,4.87,21.54,0.647,74.4,INJECTOR_ABNORMALITY,0.407,0.528,562.4,LOW
ENG-003,2026-03-07T15:00:52Z,MSN-003-03,CRUISE,4485.0,0.681,4156.7,3.1,47.7,6.3,106.5,835.6,3.83,87.1,4.7,22.11,0.653,75.3,INJECTOR_ABNORMALITY,0.407,0.537,561.3,LOW
ENG-003,2026-03-07T15:00:53Z,MSN-003-03,CRUISE,4349.1,0.65,4148.2,3.1,47.3,5.3,103.4,842.1,3.85,86.9,4.59,21.03,0.665,76.1,INJECTOR_ABNORMALITY,0.407,0.518,585.7,LOW
ENG-003,2026-03-07T15:00:54Z,MSN-003-03,CRUISE,4662.8,0.721,4165.6,3.4,50.0,6.9,105.2,840.4,3.84,87.3,4.87,21.89,0.653,75.3,INJECTOR_ABNORMALITY,0.407,0.533,574.0,LOW
ENG-003,2026-03-07T15:00:55Z,MSN-003-03,CRUISE,4682.9,0.735,4179.2,3.6,49.6,7.2,103.9,841.0,4.0,87.6,4.96,23.1,0.655,76.1,INJECTOR_ABNORMALITY,0.407,0.528,574.9,LOW
ENG-003,2026-03-07T15:00:56Z,MSN-003-03,CRUISE,4428.5,0.667,4168.1,3.8,48.4,7.0,105.3,835.7,3.84,86.8,4.83,21.19,0.619,76.2,INJECTOR_ABNORMALITY,0.407,0.525,566.5,LOW
ENG-003,2026-03-07T15:00:57Z,MSN-003-03,CRUISE,4365.3,0.654,4150.4,2.7,46.2,7.0,104.5,827.8,3.85,87.0,4.55,21.44,0.625,76.2,INJECTOR_ABNORMALITY,0.407,0.546,558.0,LOW
ENG-003,2026-03-07T15:00:58Z,MSN-003-03,CRUISE,4379.0,0.661,4174.3,3.3,49.0,6.4,104.8,820.8,3.77,87.0,5.15,21.77,0.646,75.4,INJECTOR_ABNORMALITY,0.407,0.53,571.7,LOW
ENG-003,2026-03-07T15:00:59Z,MSN-003-03,CRUISE,4486.9,0.684,4138.3,2.2,47.5,4.9,104.6,828.9,3.87,88.2,4.66,21.92,0.622,76.3,INJECTOR_ABNORMALITY,0.407,0.517,579.0,LOW
ENG-003,2026-03-07T15:01:00Z,MSN-003-03,CRUISE,4585.1,0.705,4150.6,1.8,46.2,5.6,104.2,831.0,3.9,87.1,4.93,22.21,0.62,75.5,INJECTOR_ABNORMALITY,0.407,0.517,568.7,LOW
ENG-003,2026-03-07T15:01:01Z,MSN-003-03,CRUISE,4485.3,0.686,4152.7,3.5,48.1,6.2,105.1,837.7,3.77,87.2,4.75,21.92,0.646,74.1,INJECTOR_ABNORMALITY,0.407,0.543,564.8,LOW
ENG-003,2026-03-07T15:01:02Z,MSN-003-03,CRUISE,4502.3,0.692,4191.1,3.5,48.8,5.2,105.3,813.8,3.86,88.0,4.68,21.76,0.624,76.5,INJECTOR_ABNORMALITY,0.407,0.549,579.3,LOW
ENG-003,2026-03-07T15:01:03Z,MSN-003-03,CRUISE,4657.1,0.736,4141.3,3.4,50.4,5.4,103.9,831.8,3.91,86.1,5.18,23.11,0.654,75.1,INJECTOR_ABNORMALITY,0.407,0.526,565.0,LOW
ENG-003,2026-03-07T15:01:04Z,MSN-003-03,CRUISE,4312.5,0.643,4140.0,3.5,48.3,5.6,104.6,835.8,3.82,87.5,4.55,21.46,0.653,75.1,INJECTOR_ABNORMALITY,0.407,0.52,559.7,LOW
ENG-003,2026-03-07T15:01:05Z,MSN-003-03,CRUISE,4483.2,0.681,4146.1,2.7,49.0,6.9,104.9,833.9,3.85,87.1,4.71,21.7,0.638,74.6,INJECTOR_ABNORMALITY,0.407,0.514,537.5,LOW
ENG-003,2026-03-07T15:01:06Z,MSN-003-03,CRUISE,4340.7,0.64,4155.0,2.8,48.8,7.0,104.7,821.8,3.75,86.8,5.29,20.57,0.641,75.8,INJECTOR_ABNORMALITY,0.407,0.541,587.2,LOW
ENG-003,2026-03-07T15:01:07Z,MSN-003-03,CRUISE,4537.8,0.697,4138.2,3.8,48.6,7.1,105.6,836.3,3.89,86.3,4.83,22.22,0.666,76.3,INJECTOR_ABNORMALITY,0.407,0.529,580.4,LOW
ENG-003,2026-03-07T15:01:08Z,MSN-003-03,CRUISE,4399.0,0.665,4188.5,3.8,49.4,6.6,104.4,837.7,3.82,86.3,4.52,21.77,0.624,76.2,INJECTOR_ABNORMALITY,0.407,0.538,571.4,LOW
ENG-003,2026-03-07T15:01:09Z,MSN-003-03,CRUISE,4592.1,0.715,4176.1,3.4,47.6,6.4,104.3,820.4,3.95,87.4,4.74,22.18,0.626,75.0,INJECTOR_ABNORMALITY,0.407,0.517,569.8,LOW
ENG-003,2026-03-07T15:01:10Z,MSN-003-03,CRUISE,4660.8,0.725,4185.9,2.9,49.8,6.8,105.8,827.2,3.87,86.2,4.77,22.7,0.655,75.0,INJECTOR_ABNORMALITY,0.407,0.524,572.1,LOW
ENG-003,2026-03-07T15:01:11Z,MSN-003-03,CRUISE,4648.2,0.732,4157.3,3.1,50.7,6.0,104.2,834.2,3.95,85.9,4.88,22.56,0.631,75.4,INJECTOR_ABNORMALITY,0.407,0.546,585.4,LOW
ENG-003,2026-03-07T15:01:12Z,MSN-003-03,CRUISE,4647.2,0.72,4189.2,3.2,51.4,7.8,103.7,843.6,3.92,86.7,4.85,22.77,0.656,75.4,INJECTOR_ABNORMALITY,0.407,0.513,559.7,LOW
ENG-003,2026-03-07T15:01:13Z,MSN-003-03,CRUISE,4653.2,0.727,4151.7,4.0,48.8,6.0,105.7,838.1,4.02,87.5,4.75,23.08,0.67,75.9,INJECTOR_ABNORMALITY,0.407,0.531,560.4,LOW
ENG-003,2026-03-07T15:01:14Z,MSN-003-03,CRUISE,4472.2,0.682,4140.3,3.0,48.5,5.9,105.5,824.5,3.83,87.6,4.61,21.76,0.634,76.5,INJECTOR_ABNORMALITY,0.407,0.521,557.8,LOW
ENG-003,2026-03-07T15:01:15Z,MSN-003-03,CRUISE,4333.9,0.644,4185.7,3.0,47.0,4.7,105.0,831.7,3.7,88.1,4.82,20.77,0.636,75.7,INJECTOR_ABNORMALITY,0.407,0.524,568.0,LOW
ENG-003,2026-03-07T15:01:16Z,MSN-003-03,CRUISE,4630.0,0.722,4172.7,3.2,49.1,6.9,105.6,825.4,3.96,86.6,4.78,23.09,0.648,74.8,INJECTOR_ABNORMALITY,0.407,0.538,572.4,LOW
ENG-003,2026-03-07T15:01:17Z,MSN-003-03,CRUISE,4581.4,0.709,4142.2,3.3,47.9,7.7,104.5,833.4,3.89,87.0,4.66,22.47,0.639,74.2,INJECTOR_ABNORMALITY,0.407,0.516,575.5,LOW
ENG-003,2026-03-07T15:01:18Z,MSN-003-03,CRUISE,4359.3,0.647,4151.9,3.1,47.1,5.9,105.1,850.9,3.81,87.4,4.51,21.29,0.669,74.5,INJECTOR_ABNORMALITY,0.407,0.545,559.2,LOW
ENG-003,2026-03-07T15:01:19Z,MSN-003-03,CRUISE,4364.3,0.658,4142.5,3.7,48.2,6.5,104.9,836.1,3.81,87.3,4.64,21.46,0.644,75.5,INJECTOR_ABNORMALITY,0.407,0.538,576.9,LOW
ENG-003,2026-03-07T15:01:20Z,MSN-003-03,CRUISE,4365.1,0.655,4147.3,3.6,45.2,6.8,105.8,843.4,3.84,87.6,4.73,21.32,0.663,75.1,INJECTOR_ABNORMALITY,0.407,0.563,575.4,LOW
ENG-003,2026-03-07T15:01:21Z,MSN-003-03,CRUISE,4436.0,0.668,4183.4,3.3,48.7,6.6,105.0,837.3,3.95,86.2,4.56,21.19,0.619,74.9,INJECTOR_ABNORMALITY,0.407,0.515,575.7,LOW
ENG-003,2026-03-07T15:01:22Z,MSN-003-03,CRUISE,4667.9,0.731,4137.7,3.7,49.7,6.1,105.7,835.0,3.9,86.6,5.1,23.03,0.634,75.8,INJECTOR_ABNORMALITY,0.407,0.532,563.5,LOW
ENG-003,2026-03-07T15:01:23Z,MSN-003-03,CRUISE,4324.9,0.654,4188.8,3.5,49.0,5.4,105.6,826.4,3.8,87.2,4.67,20.69,0.632,76.2,INJECTOR_ABNORMALITY,0.407,0.514,568.7,LOW
ENG-003,2026-03-07T15:01:24Z,MSN-003-03,CRUISE,4635.2,0.721,4138.4,4.4,50.2,4.6,104.4,848.9,3.85,86.9,4.76,22.6,0.657,76.4,INJECTOR_ABNORMALITY,0.407,0.545,569.0,LOW
ENG-003,2026-03-07T15:01:25Z,MSN-003-03,CRUISE,4460.7,0.68,4147.4,2.6,48.2,7.2,105.2,829.9,3.78,86.8,4.6,21.79,0.648,75.2,INJECTOR_ABNORMALITY,0.407,0.524,578.3,LOW
ENG-003,2026-03-07T15:01:26Z,MSN-003-03,CRUISE,4377.8,0.657,4181.6,3.7,48.1,5.0,104.5,822.7,3.83,86.4,4.52,21.42,0.658,76.0,INJECTOR_ABNORMALITY,0.407,0.533,577.2,LOW
